epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.7724199891090393,0.8552943468093872,0.9828307032585144,1e-04,0.780036985874176,0.7607030272483826,0.790960431098938,0.871580958366394,0.9998598098754883,0.790960431098938,0.790960431098938
1,0.7782785296440125,0.8660579919815063,0.9393688440322876,1e-04,0.7782785296440125,0.7782785296440125,0.790960431098938,0.900058388710022,0.999394416809082,0.8452554941177368,0.6542372703552246
2,0.7782785296440125,0.887015700340271,0.8900949954986572,1e-04,0.7805983424186707,0.7760252356529236,0.790960431098938,0.9092326760292053,0.8895482420921326,0.8268292546272278,0.7661017179489136
3,0.7782785296440125,0.898574709892273,0.8528611063957214,1e-04,0.7808963060379028,0.777377188205719,0.790960431098938,0.9151712656021118,0.8828800916671753,0.9005059003829956,0.6033898591995239
4,0.7782785296440125,0.9091511368751526,0.8139643669128418,1e-04,0.7804988622665405,0.7755745649337769,0.790960431098938,0.9206811785697937,0.8560001850128174,0.9230769276618958,0.5288135409355164
5,0.7782785296440125,0.9160429835319519,0.7854272127151489,1e-04,0.7888227105140686,0.7760252356529236,0.7932203412055969,0.9215490818023682,0.8250411748886108,0.9017241597175598,0.5909604430198669
6,0.7791798114776611,0.9188424348831177,0.7607038021087646,1e-04,0.7982375025749207,0.7755745649337769,0.79774010181427,0.9219910502433777,0.794334352016449,0.872944712638855,0.6598870158195496
7,0.7841370105743408,0.9223180413246155,0.7407528162002563,1e-04,0.8061942458152771,0.7742226123809814,0.8180791139602661,0.9265502095222473,0.76539146900177,0.8804664611816406,0.6824858784675598
8,0.7895448207855225,0.9213422536849976,0.733026921749115,1e-04,0.8173537850379944,0.7683641314506531,0.8293785452842712,0.92863929271698,0.7668784856796265,0.8985507488250732,0.6305084824562073
9,0.79269939661026,0.9238753318786621,0.7173245549201965,1e-04,0.8180076479911804,0.7697160840034485,0.8271186351776123,0.9253675937652588,0.737855851650238,0.8615384697914124,0.6960452198982239
10,0.7981072664260864,0.9257456660270691,0.7016351819038391,1e-04,0.8241811394691467,0.7710680365562439,0.8293785452842712,0.9295728802680969,0.7279950380325317,0.8753581643104553,0.6903954744338989
11,0.8057683706283569,0.9295685887336731,0.6876912713050842,1e-04,0.8281853199005127,0.7733213305473328,0.8271186351776123,0.9312605261802673,0.7060241103172302,0.859673023223877,0.7129943370819092
