epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.7643082737922668,0.8637150526046753,1.0108646154403687,1e-04,0.7821176648139954,0.748986005783081,0.800000011920929,0.9074978828430176,0.9110687375068665,0.8262967467308044,0.7740113139152527
1,0.7908967733383179,0.907763659954071,0.876213550567627,1e-04,0.8015984892845154,0.7683641314506531,0.8248587846755981,0.925429105758667,0.8589979410171509,0.8547979593276978,0.7649717330932617
2,0.8017124533653259,0.9191156029701233,0.8288006782531738,1e-04,0.8185291290283203,0.7724199891090393,0.8259887099266052,0.9274374842643738,0.8178170919418335,0.8517618179321289,0.7920904159545898
3,0.8102748990058899,0.9274174571037292,0.7956110239028931,1e-04,0.8280346989631653,0.7746732831001282,0.8225988745689392,0.9251077175140381,0.8250624537467957,0.8538367748260498,0.7920904159545898
4,0.8161333799362183,0.9299365878105164,0.7791871428489685,1e-04,0.8407984375953674,0.7782785296440125,0.8259887099266052,0.9294465184211731,0.8025928735733032,0.8610422015190125,0.7841808199882507
5,0.8201892971992493,0.9357811808586121,0.74863201379776,1e-04,0.8415274620056152,0.7945020198822021,0.8372881412506104,0.9296839833259583,0.7875450849533081,0.8543689250946045,0.7954802513122559
6,0.8296530246734619,0.9377771019935608,0.7328220009803772,1e-04,0.8417061567306519,0.8003605008125305,0.8361582159996033,0.9309081435203552,0.7827416658401489,0.8567931652069092,0.790960431098938
7,0.8255971074104309,0.9409661889076233,0.7157779932022095,1e-04,0.849976122379303,0.8017124533653259,0.8305084705352783,0.9248444437980652,0.7893412709236145,0.8456937670707703,0.7988700270652771
8,0.8373141288757324,0.94378662109375,0.6988018751144409,1e-04,0.8540976047515869,0.8125281929969788,0.8429378271102905,0.929322361946106,0.7549389004707336,0.8541176319122314,0.8203389644622803
9,0.8337088823318481,0.9460376501083374,0.6854868531227112,1e-04,0.8511848449707031,0.8093736171722412,0.8327683806419373,0.9259524345397949,0.7656956315040588,0.8433451056480408,0.8090395331382751
10,0.8409193158149719,0.9456005096435547,0.6803030967712402,1e-04,0.8578154444694519,0.821090579032898,0.8316383957862854,0.9256247878074646,0.7683436274528503,0.8444976210594177,0.79774010181427
11,0.8508337140083313,0.9503480195999146,0.6553528308868408,1e-04,0.8691322803497314,0.8260477781295776,0.8180791139602661,0.9216371774673462,0.7810564637184143,0.8333333134651184,0.7853107452392578
12,0.8535376191139221,0.9513930082321167,0.6469088196754456,1e-04,0.8638914823532104,0.8323569297790527,0.8316383957862854,0.9253928065299988,0.7453489899635315,0.8420441150665283,0.8192090392112732
13,0.8485804200172424,0.9501168131828308,0.6483060717582703,1e-04,0.8637858033180237,0.8287516832351685,0.8271186351776123,0.9207906723022461,0.7666720747947693,0.8390532732009888,0.801129937171936
14,0.8490310907363892,0.952732264995575,0.6352807879447937,1e-04,0.862680971622467,0.8323569297790527,0.8203389644622803,0.919951856136322,0.764603316783905,0.8315789699554443,0.803389847278595
15,0.8494817614555359,0.9537739157676697,0.6255040764808655,1e-04,0.8636151552200317,0.8332582116127014,0.8158192038536072,0.9204322099685669,0.7597288489341736,0.8266509175300598,0.7920904159545898
16,0.8521856665611267,0.9578749537467957,0.6050072312355042,1e-04,0.8695042133331299,0.8377647399902344,0.8203389644622803,0.9160065054893494,0.7658887505531311,0.8333333134651184,0.8022598624229431
17,0.8548895716667175,0.9550687074661255,0.6143171191215515,1e-04,0.8698086738586426,0.8400180339813232,0.8338983058929443,0.9232038259506226,0.7325320243835449,0.8429561257362366,0.8248587846755981
18,0.8616493940353394,0.9592866897583008,0.5926421284675598,1e-04,0.8740671873092651,0.8445245623588562,0.7988700270652771,0.9093950986862183,0.7857224345207214,0.8127962350845337,0.7751412391662598
19,0.8634520173072815,0.9607169032096863,0.5831115245819092,1e-04,0.8729128241539001,0.8481298089027405,0.79774010181427,0.9073545336723328,0.7881873250007629,0.8058823347091675,0.7740113139152527
20,0.8661559224128723,0.961579442024231,0.5752437114715576,1e-04,0.8748261332511902,0.8503830432891846,0.7740113139152527,0.898479700088501,0.8151503205299377,0.7954272031784058,0.7468926310539246
21,0.8634520173072815,0.9615005850791931,0.5724611282348633,1e-04,0.8754052519798279,0.85173499584198,0.7830508351325989,0.9050837159156799,0.7882737517356873,0.804347813129425,0.7525423765182495
22,0.8652546405792236,0.9627998471260071,0.564341127872467,1e-04,0.8786610960960388,0.85173499584198,0.7774011492729187,0.9000931978225708,0.8078816533088684,0.8061349987983704,0.7423728704452515
23,0.8697611689567566,0.9643716216087341,0.555912971496582,5e-05,0.8833723664283752,0.8499323725700378,0.7932203412055969,0.9038175940513611,0.7886964678764343,0.8125,0.7638418078422546
24,0.8792248964309692,0.9679674506187439,0.5374318361282349,5e-05,0.8925581574440002,0.8648039698600769,0.7932203412055969,0.9036189317703247,0.7894159555435181,0.8170878291130066,0.7672316431999207
25,0.8720144033432007,0.9666061997413635,0.5393121242523193,5e-05,0.8838829398155212,0.8575935363769531,0.7853107452392578,0.8997308611869812,0.8015124201774597,0.7940475940704346,0.7536723017692566
26,0.8765209317207336,0.9667163491249084,0.5376617312431335,5e-05,0.8906394839286804,0.8661559224128723,0.7830508351325989,0.897239625453949,0.8109744787216187,0.7938388586044312,0.7570621371269226
27,0.8769716024398804,0.9674713015556335,0.5332144498825073,5e-05,0.8905887603759766,0.8657052516937256,0.787570595741272,0.8937732577323914,0.8239195942878723,0.7938388586044312,0.7570621371269226
